segment,char_index,char,base_code_pair,base_code,type
13,147,␠,10 12,0x1210,punct_space_base_code
13,148,이,90 DE,0xDE90,hangul_base_code
13,149,즈,50 E6,0xE650,hangul_base_code
13,150,카,80 E6,0xE680,hangul_base_code
13,151,␠,10 12,0x1210,punct_space_base_code
13,152,␠,10 12,0x1210,punct_space_base_code
13,153,신,D0 3F,0x3FD0,hangul_base_code
13,154,야,00 6C,0x6C00,hangul_base_code
13,155,␠,10 12,0x1210,punct_space_base_code
13,156,␠,10 12,0x1210,punct_space_base_code
13,157,␠,10 12,0x1210,punct_space_base_code
13,158,␠,10 12,0x1210,punct_space_base_code
13,159,␠,10 12,0x1210,punct_space_base_code
13,160,␠,10 12,0x1210,punct_space_base_code
13,161,␠,10 12,0x1210,punct_space_base_code
13,162,␠,10 12,0x1210,punct_space_base_code
13,163,␠,10 12,0x1210,punct_space_base_code
13,164,␠,10 12,0x1210,punct_space_base_code
13,165,␠,10 12,0x1210,punct_space_base_code
13,166,␠,10 12,0x1210,punct_space_base_code
13,167,␠,10 12,0x1210,punct_space_base_code
13,168,␠,10 12,0x1210,punct_space_base_code
13,169,␠,10 12,0x1210,punct_space_base_code
13,170,␠,10 12,0x1210,punct_space_base_code
13,171,␠,10 12,0x1210,punct_space_base_code
13,172,␠,10 12,0x1210,punct_space_base_code
13,173,␠,10 12,0x1210,punct_space_base_code
13,174,␠,10 12,0x1210,punct_space_base_code
13,175,␠,10 12,0x1210,punct_space_base_code
13,176,␠,10 12,0x1210,punct_space_base_code
13,177,␠,10 12,0x1210,punct_space_base_code
13,178,␠,10 12,0x1210,punct_space_base_code
13,179,␠,10 12,0x1210,punct_space_base_code
13,END,␃,0F,0x000F,segment_end
14,0,␠,10 12,0x1210,punct_space_base_code
14,1,␠,10 12,0x1210,punct_space_base_code
14,2,␠,10 12,0x1210,punct_space_base_code
14,3,␠,10 12,0x1210,punct_space_base_code
14,4,■,30 14,0x1430,punct_space_base_code
14,5,␠,10 12,0x1210,punct_space_base_code
14,6,␠,10 12,0x1210,punct_space_base_code
14,7,␠,10 12,0x1210,punct_space_base_code
14,8,음,60 DE,0xDE60,hangul_base_code
14,9,악,00 58,0x5800,hangul_base_code
14,10,␠,10 12,0x1210,punct_space_base_code
14,11,␠,10 12,0x1210,punct_space_base_code
14,12,␠,10 12,0x1210,punct_space_base_code
14,13,■,30 14,0x1430,punct_space_base_code
14,14,␠,10 12,0x1210,punct_space_base_code
14,15,␠,10 12,0x1210,punct_space_base_code
14,16,␠,10 12,0x1210,punct_space_base_code
14,17,␠,10 12,0x1210,punct_space_base_code
14,18,␠,10 12,0x1210,punct_space_base_code
14,19,␠,10 12,0x1210,punct_space_base_code
14,20,␠,10 12,0x1210,punct_space_base_code
14,21,␠,10 12,0x1210,punct_space_base_code
14,22,␠,10 12,0x1210,punct_space_base_code
14,23,␠,10 12,0x1210,punct_space_base_code
14,24,␠,10 12,0x1210,punct_space_base_code
14,25,␠,10 12,0x1210,punct_space_base_code
14,26,␠,10 12,0x1210,punct_space_base_code
14,27,␠,10 12,0x1210,punct_space_base_code
14,28,␠,10 12,0x1210,punct_space_base_code
14,29,␠,10 12,0x1210,punct_space_base_code
14,30,␠,10 12,0x1210,punct_space_base_code
14,31,␠,10 12,0x1210,punct_space_base_code
14,32,␠,10 12,0x1210,punct_space_base_code
14,33,␠,10 12,0x1210,punct_space_base_code
14,34,␠,10 12,0x1210,punct_space_base_code
14,35,␠,10 12,0x1210,punct_space_base_code
14,36,␠,10 12,0x1210,punct_space_base_code
14,37,␠,10 12,0x1210,punct_space_base_code
14,38,␠,10 12,0x1210,punct_space_base_code
14,39,␠,10 12,0x1210,punct_space_base_code
14,40,␠,10 12,0x1210,punct_space_base_code
14,41,감,E0 17,0x17E0,hangul_base_code
14,42,독,D0 E5,0xE5D0,hangul_base_code
14,43,␠,10 12,0x1210,punct_space_base_code
14,44,␠,10 12,0x1210,punct_space_base_code
14,45,␠,10 12,0x1210,punct_space_base_code
14,46,␠,10 12,0x1210,punct_space_base_code
14,47,␠,10 12,0x1210,punct_space_base_code
14,48,오,B0 9F,0x9FB0,hangul_base_code
14,49,가,A0 17,0x17A0,hangul_base_code
14,50,와,E0 9F,0x9FE0,hangul_base_code
14,51,␠,10 12,0x1210,punct_space_base_code
14,52,␠,10 12,0x1210,punct_space_base_code
14,53,시,C0 3F,0x3FC0,hangul_base_code
14,54,노,C0 E5,0xE5C0,hangul_base_code
14,55,부,00 3C,0x3C00,hangul_base_code
14,56,␠,10 12,0x1210,punct_space_base_code
14,57,␠,10 12,0x1210,punct_space_base_code
14,58,␠,10 12,0x1210,punct_space_base_code
14,59,␠,10 12,0x1210,punct_space_base_code
14,60,␠,10 12,0x1210,punct_space_base_code
14,61,작,10 DF,0xDF10,hangul_base_code
14,62,곡,80 E5,0xE580,hangul_base_code
14,63,・,60 12,0x1260,punct_space_base_code
14,64,편,F0 E2,0xE2F0,hangul_base_code
14,65,곡,80 E5,0xE580,hangul_base_code
14,66,␠,10 12,0x1210,punct_space_base_code
14,67,␠,10 12,0x1210,punct_space_base_code
14,68,오,B0 9F,0x9FB0,hangul_base_code
14,69,가,A0 17,0x17A0,hangul_base_code
14,70,와,E0 9F,0x9FE0,hangul_base_code
14,71,␠,10 12,0x1210,punct_space_base_code
14,72,␠,10 12,0x1210,punct_space_base_code
14,73,시,C0 3F,0x3FC0,hangul_base_code
14,74,노,C0 E5,0xE5C0,hangul_base_code
14,75,부,00 3C,0x3C00,hangul_base_code
14,76,␠,10 12,0x1210,punct_space_base_code
14,77,␠,10 12,0x1210,punct_space_base_code
14,78,␠,10 12,0x1210,punct_space_base_code
14,79,␠,10 12,0x1210,punct_space_base_code
14,80,␠,10 12,0x1210,punct_space_base_code
14,81,시,C0 3F,0x3FC0,hangul_base_code
14,82,스,70 3F,0x3F70,hangul_base_code
14,83,템,C0 E6,0xE6C0,hangul_base_code
14,84,설,80 3D,0x3D80,hangul_base_code
14,85,계,70 20,0x2070,hangul_base_code
14,86,␠,10 12,0x1210,punct_space_base_code
14,87,␠,10 12,0x1210,punct_space_base_code
14,88,사,E0 3C,0x3CE0,hangul_base_code
14,89,토,D0 E6,0xE6D0,hangul_base_code
14,90,␠,10 12,0x1210,punct_space_base_code
14,91,␠,10 12,0x1210,punct_space_base_code
14,92,␠,10 12,0x1210,punct_space_base_code
14,93,오,B0 9F,0x9FB0,hangul_base_code
14,94,사,E0 3C,0x3CE0,hangul_base_code
14,95,무,00 36,0x3600,hangul_base_code
14,96,␠,10 12,0x1210,punct_space_base_code
14,97,␠,10 12,0x1210,punct_space_base_code
14,98,␠,10 12,0x1210,punct_space_base_code
14,99,␠,10 12,0x1210,punct_space_base_code
14,100,␠,10 12,0x1210,punct_space_base_code
14,101,제,F0 E3,0xE3F0,hangul_base_code
14,102,작,10 DF,0xDF10,hangul_base_code
14,103,␠,10 12,0x1210,punct_space_base_code
14,104,␠,10 12,0x1210,punct_space_base_code
14,105,␠,10 12,0x1210,punct_space_base_code
14,106,␠,10 12,0x1210,punct_space_base_code
14,107,␠,10 12,0x1210,punct_space_base_code
14,108,아,00 56,0x5600,hangul_base_code
14,109,키,A0 E6,0xE6A0,hangul_base_code
14,110,시,C0 3F,0x3FC0,hangul_base_code
14,111,노,C0 E5,0xE5C0,hangul_base_code
14,112,␠,10 12,0x1210,punct_space_base_code
14,113,마,B0 34,0x34B0,hangul_base_code
14,114,사,E0 3C,0x3CE0,hangul_base_code
14,115,히,60 E5,0xE560,hangul_base_code
14,116,로,D0 31,0x31D0,hangul_base_code
14,117,␠,10 12,0x1210,punct_space_base_code
14,118,␠,10 12,0x1210,punct_space_base_code
14,119,␠,10 12,0x1210,punct_space_base_code
14,120,␠,10 12,0x1210,punct_space_base_code
14,121,␠,10 12,0x1210,punct_space_base_code
14,122,␠,10 12,0x1210,punct_space_base_code
14,123,␠,10 12,0x1210,punct_space_base_code
14,124,␠,10 12,0x1210,punct_space_base_code
14,125,␠,10 12,0x1210,punct_space_base_code
14,126,␠,10 12,0x1210,punct_space_base_code
14,127,␠,10 12,0x1210,punct_space_base_code
14,128,야,00 6C,0x6C00,hangul_base_code
14,129,마,B0 34,0x34B0,hangul_base_code
14,130,모,A0 35,0x35A0,hangul_base_code
14,131,토,D0 E6,0xE6D0,hangul_base_code
14,132,␠,10 12,0x1210,punct_space_base_code
14,133,키,A0 E6,0xE6A0,hangul_base_code
14,134,타,20 E2,0xE220,hangul_base_code
14,135,야,00 6C,0x6C00,hangul_base_code
14,136,마,B0 34,0x34B0,hangul_base_code
14,137,␠,10 12,0x1210,punct_space_base_code
14,138,␠,10 12,0x1210,punct_space_base_code
14,139,␠,10 12,0x1210,punct_space_base_code
14,140,␠,10 12,0x1210,punct_space_base_code
14,141,␠,10 12,0x1210,punct_space_base_code
14,142,␠,10 12,0x1210,punct_space_base_code
14,143,␠,10 12,0x1210,punct_space_base_code
14,144,␠,10 12,0x1210,punct_space_base_code
14,145,␠,10 12,0x1210,punct_space_base_code
14,146,␠,10 12,0x1210,punct_space_base_code
14,147,␠,10 12,0x1210,punct_space_base_code
14,148,아,00 56,0x5600,hangul_base_code
14,149,나,B0 24,0x24B0,hangul_base_code
14,150,자,00 DF,0xDF00,hangul_base_code
14,151,와,E0 9F,0x9FE0,hangul_base_code
14,152,␠,10 12,0x1210,punct_space_base_code
14,153,토,D0 E6,0xE6D0,hangul_base_code
14,154,모,A0 35,0x35A0,hangul_base_code
14,155,키,A0 E6,0xE6A0,hangul_base_code
14,156,␠,10 12,0x1210,punct_space_base_code
14,157,␠,10 12,0x1210,punct_space_base_code
14,158,␠,10 12,0x1210,punct_space_base_code
14,159,␠,10 12,0x1210,punct_space_base_code
14,160,␠,10 12,0x1210,punct_space_base_code
14,161,효,30 E7,0xE730,hangul_base_code
14,162,과,B0 20,0x20B0,hangul_base_code
14,163,␠,10 12,0x1210,punct_space_base_code
14,164,␠,10 12,0x1210,punct_space_base_code
14,165,␠,10 12,0x1210,punct_space_base_code
14,166,␠,10 12,0x1210,punct_space_base_code
14,167,␠,10 12,0x1210,punct_space_base_code
14,168,아,00 56,0x5600,hangul_base_code
14,169,키,A0 E6,0xE6A0,hangul_base_code
14,170,시,C0 3F,0x3FC0,hangul_base_code
14,171,노,C0 E5,0xE5C0,hangul_base_code
14,172,␠,10 12,0x1210,punct_space_base_code
14,173,마,B0 34,0x34B0,hangul_base_code
14,174,사,E0 3C,0x3CE0,hangul_base_code
14,175,히,60 E5,0xE560,hangul_base_code
14,176,로,D0 31,0x31D0,hangul_base_code
14,177,␠,10 12,0x1210,punct_space_base_code
14,178,␠,10 12,0x1210,punct_space_base_code
14,179,␠,10 12,0x1210,punct_space_base_code
14,180,␠,10 12,0x1210,punct_space_base_code
14,181,␠,10 12,0x1210,punct_space_base_code
14,182,␠,10 12,0x1210,punct_space_base_code
14,183,␠,10 12,0x1210,punct_space_base_code
14,184,␠,10 12,0x1210,punct_space_base_code
14,185,␠,10 12,0x1210,punct_space_base_code
14,186,␠,10 12,0x1210,punct_space_base_code
14,187,␠,10 12,0x1210,punct_space_base_code
14,188,야,00 6C,0x6C00,hangul_base_code
14,189,마,B0 34,0x34B0,hangul_base_code
14,190,모,A0 35,0x35A0,hangul_base_code
14,191,토,D0 E6,0xE6D0,hangul_base_code
14,192,␠,10 12,0x1210,punct_space_base_code
14,193,키,A0 E6,0xE6A0,hangul_base_code
14,194,타,20 E2,0xE220,hangul_base_code
14,195,야,00 6C,0x6C00,hangul_base_code
14,196,마,B0 34,0x34B0,hangul_base_code
14,197,␠,10 12,0x1210,punct_space_base_code
14,198,␠,10 12,0x1210,punct_space_base_code
14,199,␠,10 12,0x1210,punct_space_base_code
14,END,␃,0F,0x000F,segment_end
15,0,␠,10 12,0x1210,punct_space_base_code
15,1,␠,10 12,0x1210,punct_space_base_code
15,2,␠,10 12,0x1210,punct_space_base_code
15,3,␠,10 12,0x1210,punct_space_base_code
15,4,■,30 14,0x1430,punct_space_base_code
15,5,␠,10 12,0x1210,punct_space_base_code
15,6,␠,10 12,0x1210,punct_space_base_code
15,7,B,20 26,0x2620,original_audit_base_code
15,8,G,70 26,0x2670,original_audit_base_code
15,9,M,D0 26,0x26D0,original_audit_base_code
15,10,␠,10 12,0x1210,punct_space_base_code
15,11,␠,10 12,0x1210,punct_space_base_code
15,12,■,30 14,0x1430,punct_space_base_code
15,13,␠,10 12,0x1210,punct_space_base_code
15,14,␠,10 12,0x1210,punct_space_base_code
15,15,␠,10 12,0x1210,punct_space_base_code
15,16,␠,10 12,0x1210,punct_space_base_code
15,17,␠,10 12,0x1210,punct_space_base_code
15,18,␠,10 12,0x1210,punct_space_base_code
15,19,␠,10 12,0x1210,punct_space_base_code
15,20,␠,10 12,0x1210,punct_space_base_code
15,21,␠,10 12,0x1210,punct_space_base_code
15,22,␠,10 12,0x1210,punct_space_base_code
15,23,␠,10 12,0x1210,punct_space_base_code
15,24,␠,10 12,0x1210,punct_space_base_code
15,25,␠,10 12,0x1210,punct_space_base_code
15,26,␠,10 12,0x1210,punct_space_base_code
15,27,␠,10 12,0x1210,punct_space_base_code
15,28,␠,10 12,0x1210,punct_space_base_code
15,29,␠,10 12,0x1210,punct_space_base_code
15,30,␠,10 12,0x1210,punct_space_base_code
15,31,␠,10 12,0x1210,punct_space_base_code
15,32,␠,10 12,0x1210,punct_space_base_code
15,33,␠,10 12,0x1210,punct_space_base_code
15,34,␠,10 12,0x1210,punct_space_base_code
15,35,␠,10 12,0x1210,punct_space_base_code
15,36,␠,10 12,0x1210,punct_space_base_code
15,37,␠,10 12,0x1210,punct_space_base_code
15,38,␠,10 12,0x1210,punct_space_base_code
15,39,␠,10 12,0x1210,punct_space_base_code
15,40,␠,10 12,0x1210,punct_space_base_code
15,41,␠,10 12,0x1210,punct_space_base_code
15,42,F,60 26,0x2660,original_audit_base_code
15,43,L,C0 26,0x26C0,original_audit_base_code
15,44,A,10 26,0x2610,original_audit_base_code
15,45,S,30 27,0x2730,original_audit_base_code
15,46,H,80 26,0x2680,original_audit_base_code
15,47,␠,10 12,0x1210,punct_space_base_code
15,48,O,F0 26,0x26F0,original_audit_base_code
15,49,F,60 26,0x2660,original_audit_base_code
15,50,␠,10 12,0x1210,punct_space_base_code
15,51,S,30 27,0x2730,original_audit_base_code
15,52,W,70 27,0x2770,original_audit_base_code
15,53,O,F0 26,0x26F0,original_audit_base_code
15,54,R,20 27,0x2720,original_audit_base_code
15,55,D,40 26,0x2640,original_audit_base_code
15,56,␠,10 12,0x1210,punct_space_base_code
15,57,␠,10 12,0x1210,punct_space_base_code
15,58,␠,10 12,0x1210,punct_space_base_code
15,59,␠,10 12,0x1210,punct_space_base_code
15,60,␠,10 12,0x1210,punct_space_base_code
15,61,␠,10 12,0x1210,punct_space_base_code
15,62,L,C0 26,0x26C0,original_audit_base_code
15,63,O,F0 26,0x26F0,original_audit_base_code
15,64,N,E0 26,0x26E0,original_audit_base_code
15,65,E,50 26,0x2650,original_audit_base_code
15,66,L,C0 26,0x26C0,original_audit_base_code
15,67,␠,10 12,0x1210,punct_space_base_code
15,68,Y,30 27,0x2730,original_audit_base_code
15,69,S,30 27,0x2730,original_audit_base_code
15,70,O,F0 26,0x26F0,original_audit_base_code
15,71,L,C0 26,0x26C0,original_audit_base_code
15,72,D,40 26,0x2640,original_audit_base_code
15,73,I,50 26,0x2650,original_audit_base_code
15,74,E,50 26,0x2650,original_audit_base_code
15,75,␠,10 12,0x1210,punct_space_base_code
15,76,␠,10 12,0x1210,punct_space_base_code
15,77,␠,10 12,0x1210,punct_space_base_code
15,78,␠,10 12,0x1210,punct_space_base_code
15,79,␠,10 12,0x1210,punct_space_base_code
15,80,␠,10 12,0x1210,punct_space_base_code
15,81,␠,10 12,0x1210,punct_space_base_code
15,82,R,20 27,0x2720,original_audit_base_code
15,83,D,40 26,0x2640,original_audit_base_code
15,84,E,50 26,0x2650,original_audit_base_code
15,85,A,10 26,0x2610,original_audit_base_code
15,86,T,40 27,0x2740,original_audit_base_code
15,87,H,80 26,0x2680,original_audit_base_code
15,88,S,30 27,0x2730,original_audit_base_code
15,89,␠,10 12,0x1210,punct_space_base_code
15,90,W,70 27,0x2770,original_audit_base_code
15,91,H,80 26,0x2680,original_audit_base_code
15,92,I,50 26,0x2650,original_audit_base_code
15,93,S,30 27,0x2730,original_audit_base_code
15,94,P,00 27,0x2700,original_audit_base_code
15,95,E,50 26,0x2650,original_audit_base_code
15,96,R,20 27,0x2720,original_audit_base_code
15,97,␠,10 12,0x1210,punct_space_base_code
15,98,␠,10 12,0x1210,punct_space_base_code
15,99,␠,10 12,0x1210,punct_space_base_code
15,100,␠,10 12,0x1210,punct_space_base_code
15,101,␠,10 12,0x1210,punct_space_base_code
15,102,T,40 27,0x2740,original_audit_base_code
15,103,H,80 26,0x2680,original_audit_base_code
15,104,E,50 26,0x2650,original_audit_base_code
15,105,␠,10 12,0x1210,punct_space_base_code
15,106,W,70 27,0x2770,original_audit_base_code
15,107,I,50 26,0x2650,original_audit_base_code
15,108,L,C0 26,0x26C0,original_audit_base_code
15,109,D,40 26,0x2640,original_audit_base_code
15,110,E,50 26,0x2650,original_audit_base_code
15,111,R,20 27,0x2720,original_audit_base_code
15,112,N,E0 26,0x26E0,original_audit_base_code
15,113,E,50 26,0x2650,original_audit_base_code
15,114,S,30 27,0x2730,original_audit_base_code
15,115,S,30 27,0x2730,original_audit_base_code
15,116,␠,10 12,0x1210,punct_space_base_code
15,117,␠,10 12,0x1210,punct_space_base_code
15,118,␠,10 12,0x1210,punct_space_base_code
15,119,␠,10 12,0x1210,punct_space_base_code
15,120,␠,10 12,0x1210,punct_space_base_code
15,121,␠,10 12,0x1210,punct_space_base_code
15,122,D,40 26,0x2640,original_audit_base_code
15,123,A,10 26,0x2610,original_audit_base_code
15,124,R,20 27,0x2720,original_audit_base_code
15,125,K,B0 26,0x26B0,original_audit_base_code
15,126,␠,10 12,0x1210,punct_space_base_code
15,127,F,60 26,0x2660,original_audit_base_code
15,128,O,F0 26,0x26F0,original_audit_base_code
15,129,R,20 27,0x2720,original_audit_base_code
15,130,E,50 26,0x2650,original_audit_base_code
15,131,S,30 27,0x2730,original_audit_base_code
15,132,T,40 27,0x2740,original_audit_base_code
15,133,␠,10 12,0x1210,punct_space_base_code
15,134,␠,10 12,0x1210,punct_space_base_code
15,135,␠,10 12,0x1210,punct_space_base_code
15,136,␠,10 12,0x1210,punct_space_base_code
15,137,␠,10 12,0x1210,punct_space_base_code
15,138,␠,10 12,0x1210,punct_space_base_code
15,139,␠,10 12,0x1210,punct_space_base_code
15,140,␠,10 12,0x1210,punct_space_base_code
15,141,␠,10 12,0x1210,punct_space_base_code
15,142,C,30 26,0x2630,original_audit_base_code
15,143,E,50 26,0x2650,original_audit_base_code
15,144,L,C0 26,0x26C0,original_audit_base_code
15,145,L,C0 26,0x26C0,original_audit_base_code
15,146,U,50 27,0x2750,original_audit_base_code
15,147,L,C0 26,0x26C0,original_audit_base_code
15,148,A,10 26,0x2610,original_audit_base_code
15,149,R,20 27,0x2720,original_audit_base_code
15,150,␠,10 12,0x1210,punct_space_base_code
15,151,T,40 27,0x2740,original_audit_base_code
15,152,I,50 26,0x2650,original_audit_base_code
15,153,S,30 27,0x2730,original_audit_base_code
15,154,S,30 27,0x2730,original_audit_base_code
15,155,U,50 27,0x2750,original_audit_base_code
15,156,E,50 26,0x2650,original_audit_base_code
15,157,␠,10 12,0x1210,punct_space_base_code
15,158,␠,10 12,0x1210,punct_space_base_code
15,159,␠,10 12,0x1210,punct_space_base_code
15,END,␃,0F,0x000F,segment_end
16,0,␠,10 12,0x1210,punct_space_base_code
16,1,␠,10 12,0x1210,punct_space_base_code
16,2,D,40 26,0x2640,original_audit_base_code
16,3,E,50 26,0x2650,original_audit_base_code
16,4,A,10 26,0x2610,original_audit_base_code
16,5,T,40 27,0x2740,original_audit_base_code
16,6,H,80 26,0x2680,original_audit_base_code
16,7,␠,10 12,0x1210,punct_space_base_code
16,8,Z,A0 27,0x27A0,original_audit_base_code
16,9,O,F0 26,0x26F0,original_audit_base_code
16,10,N,E0 26,0x26E0,original_audit_base_code
16,11,E,50 26,0x2650,original_audit_base_code
16,12,␠,10 12,0x1210,punct_space_base_code
16,13,␠,10 12,0x1210,punct_space_base_code
16,14,␠,10 12,0x1210,punct_space_base_code
16,15,␠,10 12,0x1210,punct_space_base_code
16,16,␠,10 12,0x1210,punct_space_base_code
16,17,␠,10 12,0x1210,punct_space_base_code
16,18,␠,10 12,0x1210,punct_space_base_code
16,19,␠,10 12,0x1210,punct_space_base_code
16,20,␠,10 12,0x1210,punct_space_base_code
16,21,␠,10 12,0x1210,punct_space_base_code
16,22,O,F0 26,0x26F0,original_audit_base_code
16,23,G,70 26,0x2670,original_audit_base_code
16,24,R,20 27,0x2720,original_audit_base_code
16,25,E,50 26,0x2650,original_audit_base_code
16,26,␠,10 12,0x1210,punct_space_base_code
16,27,B,20 26,0x2620,original_audit_base_code
16,28,A,10 26,0x2610,original_audit_base_code
16,29,T,40 27,0x2740,original_audit_base_code
16,30,T,40 27,0x2740,original_audit_base_code
16,31,L,C0 26,0x26C0,original_audit_base_code
16,32,E,50 26,0x2650,original_audit_base_code
16,33,␠,10 12,0x1210,punct_space_base_code
16,34,␠,10 12,0x1210,punct_space_base_code
16,35,␠,10 12,0x1210,punct_space_base_code
16,36,␠,10 12,0x1210,punct_space_base_code
16,37,␠,10 12,0x1210,punct_space_base_code
16,38,␠,10 12,0x1210,punct_space_base_code
16,39,␠,10 12,0x1210,punct_space_base_code
16,40,␠,10 12,0x1210,punct_space_base_code
16,41,␠,10 12,0x1210,punct_space_base_code
16,42,S,30 27,0x2730,original_audit_base_code
16,43,O,F0 26,0x26F0,original_audit_base_code
16,44,L,C0 26,0x26C0,original_audit_base_code
16,45,D,40 26,0x2640,original_audit_base_code
16,46,I,50 26,0x2650,original_audit_base_code
16,47,E,50 26,0x2650,original_audit_base_code
16,48,R,20 27,0x2720,original_audit_base_code
16,49,␠,10 12,0x1210,punct_space_base_code
16,50,I,50 26,0x2650,original_audit_base_code
16,51,S,30 27,0x2730,original_audit_base_code
16,52,␠,10 12,0x1210,punct_space_base_code
16,53,B,20 26,0x2620,original_audit_base_code
16,54,O,F0 26,0x26F0,original_audit_base_code
16,55,R,20 27,0x2720,original_audit_base_code
16,56,N,E0 26,0x26E0,original_audit_base_code
16,57,␠,10 12,0x1210,punct_space_base_code
16,58,␠,10 12,0x1210,punct_space_base_code
16,59,␠,10 12,0x1210,punct_space_base_code
16,60,␠,10 12,0x1210,punct_space_base_code
16,61,␠,10 12,0x1210,punct_space_base_code
16,62,E,50 26,0x2650,original_audit_base_code
16,63,N,E0 26,0x26E0,original_audit_base_code
16,64,T,40 27,0x2740,original_audit_base_code
16,65,E,50 26,0x2650,original_audit_base_code
16,66,R,20 27,0x2720,original_audit_base_code
16,67,␠,10 12,0x1210,punct_space_base_code
16,68,L,C0 26,0x26C0,original_audit_base_code
16,69,O,F0 26,0x26F0,original_audit_base_code
16,70,G,70 26,0x2670,original_audit_base_code
16,71,L,C0 26,0x26C0,original_audit_base_code
16,72,E,50 26,0x2650,original_audit_base_code
16,73,S,30 27,0x2730,original_audit_base_code
16,74,S,30 27,0x2730,original_audit_base_code
16,75,␠,10 12,0x1210,punct_space_base_code
16,76,␠,10 12,0x1210,punct_space_base_code
16,77,␠,10 12,0x1210,punct_space_base_code
16,78,␠,10 12,0x1210,punct_space_base_code
16,79,␠,10 12,0x1210,punct_space_base_code
16,80,␠,10 12,0x1210,punct_space_base_code
16,81,␠,10 12,0x1210,punct_space_base_code
16,82,S,30 27,0x2730,original_audit_base_code
16,83,A,10 26,0x2610,original_audit_base_code
16,84,D,40 26,0x2640,original_audit_base_code
16,85,N,E0 26,0x26E0,original_audit_base_code
16,86,E,50 26,0x2650,original_audit_base_code
16,87,S,30 27,0x2730,original_audit_base_code
16,88,S,30 27,0x2730,original_audit_base_code
16,89,.,60 12,0x1260,punct_space_base_code
16,90,.,60 12,0x1260,punct_space_base_code
16,91,.,60 12,0x1260,punct_space_base_code
16,92,R,20 27,0x2720,original_audit_base_code
16,93,E,50 26,0x2650,original_audit_base_code
16,94,I,50 26,0x2650,original_audit_base_code
16,95,K,B0 26,0x26B0,original_audit_base_code
16,96,O,F0 26,0x26F0,original_audit_base_code
16,97,␠,10 12,0x1210,punct_space_base_code
16,98,␠,10 12,0x1210,punct_space_base_code
16,99,␠,10 12,0x1210,punct_space_base_code
16,100,␠,10 12,0x1210,punct_space_base_code
16,101,␠,10 12,0x1210,punct_space_base_code
16,102,R,20 27,0x2720,original_audit_base_code
16,103,E,50 26,0x2650,original_audit_base_code
16,104,Q,10 27,0x2710,original_audit_base_code
16,105,U,50 27,0x2750,original_audit_base_code
16,106,I,50 26,0x2650,original_audit_base_code
16,107,E,50 26,0x2650,original_audit_base_code
16,108,M,D0 26,0x26D0,original_audit_base_code
16,109,␠,10 12,0x1210,punct_space_base_code
16,110,␠,10 12,0x1210,punct_space_base_code
16,111,␠,10 12,0x1210,punct_space_base_code
16,112,␠,10 12,0x1210,punct_space_base_code
16,113,␠,10 12,0x1210,punct_space_base_code
16,114,␠,10 12,0x1210,punct_space_base_code
16,115,␠,10 12,0x1210,punct_space_base_code
16,116,␠,10 12,0x1210,punct_space_base_code
16,117,␠,10 12,0x1210,punct_space_base_code
16,118,␠,10 12,0x1210,punct_space_base_code
16,119,␠,10 12,0x1210,punct_space_base_code
16,120,␠,10 12,0x1210,punct_space_base_code
16,121,␠,10 12,0x1210,punct_space_base_code
16,122,M,D0 26,0x26D0,original_audit_base_code
16,123,i,90 36,0x3690,original_audit_base_code
16,124,s,30 37,0x3730,original_audit_base_code
16,125,s,30 37,0x3730,original_audit_base_code
16,126,␠,10 12,0x1210,punct_space_base_code
16,127,B,20 26,0x2620,original_audit_base_code
16,128,L,C0 26,0x26C0,original_audit_base_code
16,129,U,50 27,0x2750,original_audit_base_code
16,130,E,50 26,0x2650,original_audit_base_code
16,131,에,40 9F,0x9F40,hangul_base_code
16,132,게,00 20,0x2000,hangul_base_code
16,133,␠,10 12,0x1210,punct_space_base_code
16,134,미,50 39,0x3950,hangul_base_code
16,135,소,D0 3D,0x3DD0,hangul_base_code
16,136,를,50 34,0x3450,hangul_base_code
16,137,␠,10 12,0x1210,punct_space_base_code
16,138,␠,10 12,0x1210,punct_space_base_code
16,139,␠,10 12,0x1210,punct_space_base_code
16,END,␃,0F,0x000F,segment_end
17,0,␠,10 12,0x1210,punct_space_base_code
17,1,␠,10 12,0x1210,punct_space_base_code
17,2,␠,10 12,0x1210,punct_space_base_code
17,3,␠,10 12,0x1210,punct_space_base_code
17,4,␠,10 12,0x1210,punct_space_base_code
17,5,■,30 14,0x1430,punct_space_base_code
17,6,␠,10 12,0x1210,punct_space_base_code
17,7,그,50 21,0x2150,hangul_base_code
17,8,래,30 31,0x3130,hangul_base_code
17,9,픽,F0 E6,0xE6F0,hangul_base_code
17,10,␠,10 12,0x1210,punct_space_base_code
17,11,■,30 14,0x1430,punct_space_base_code
17,12,␠,10 12,0x1210,punct_space_base_code
17,13,␠,10 12,0x1210,punct_space_base_code
17,14,␠,10 12,0x1210,punct_space_base_code
17,15,␠,10 12,0x1210,punct_space_base_code
17,16,␠,10 12,0x1210,punct_space_base_code
17,17,␠,10 12,0x1210,punct_space_base_code
17,18,␠,10 12,0x1210,punct_space_base_code
17,19,␠,10 12,0x1210,punct_space_base_code
17,20,␠,10 12,0x1210,punct_space_base_code
17,21,␠,10 12,0x1210,punct_space_base_code
17,22,␠,10 12,0x1210,punct_space_base_code
17,23,␠,10 12,0x1210,punct_space_base_code
