작업순번,구분,주소시작,주소끝,슬롯,문자열,바이트,길이,색상,메모
177,문자,0x9815,0x9816,145,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
178,문자,0x9817,0x9818,146,수,38 3F,2,e2f0d9,"연녹색 일반 문자행: 새 색상 기준으로 같은 glyph base 유지, 첫 바이트 OR 08h 일반 문자 토큰 반영."
179,문자,0x9819,0x981A,147,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
180,문자,0x981B,0x981C,148,없,08 7C,2,e2f0d9,"연녹색 일반 문자행: 새 색상 기준으로 같은 glyph base 유지, 첫 바이트 OR 08h 일반 문자 토큰 반영."
181,문자,0x981D,0x981E,149,는,E8 25,2,e2f0d9,"연녹색 일반 문자행: 새 색상 기준으로 같은 glyph base 유지, 첫 바이트 OR 08h 일반 문자 토큰 반영."
182,문자,0x981F,0x9820,150,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
183,문자,0x9821,0x9822,151,법,88 3B,2,e2f0d9,"연녹색 일반 문자행: 새 색상 기준으로 같은 glyph base 유지, 첫 바이트 OR 08h 일반 문자 토큰 반영."
184,문자,0x9823,0x9824,152,이,98 DE,2,e2f0d9,"연녹색 일반 문자행: 새 색상 기준으로 같은 glyph base 유지, 첫 바이트 OR 08h 일반 문자 토큰 반영."
185,문자,0x9825,0x9826,153,네,98 25,2,e2f0d9,"연녹색 일반 문자행: 새 색상 기준으로 같은 glyph base 유지, 첫 바이트 OR 08h 일반 문자 토큰 반영."
186,문자,0x9827,0x9828,154,。,30 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
187,제어,0x9829,0x982A,,,15 00,2,fce4d6,한글 재배치 기준 HL=0x9829→0x982B. 제어토큰 유지.
188,문자,0x982B,0x982C,155,레,A0 31,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
189,문자,0x982D,0x982E,156,이,90 DE,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
190,문자,0x982F,0x9830,157,코,10 E2,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
191,문자,0x9831,0x9832,158,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
192,문자,0x9833,0x9834,159,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
193,문자,0x9835,0x9836,160,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
194,문자,0x9837,0x9838,161,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
195,문자,0x9839,0x983A,162,그,50 21,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
196,문자,0x983B,0x983C,163,런,50 31,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
197,문자,0x983D,0x983E,164,데,F0 2D,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
198,문자,0x983F,0x9840,165,、,20 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
199,문자,0x9841,0x9842,166,그,50 21,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
200,문자,0x9843,0x9844,167,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
201,문자,0x9845,0x9846,168,모,A0 35,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
202,문자,0x9847,0x9848,169,습,A0 3F,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
203,문자,0x9849,0x984A,170,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
204,문자,0x984B,0x984C,171,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
205,문자,0x984D,0x984E,172,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
206,제어,0x984F,0x9853,,,12 00 23 21 00,5,fce4d6,한글 재배치 기준 HL=0x984F→0x9854. 제어토큰 유지.
207,문자,0x9854,0x9855,173,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
208,문자,0x9856,0x9857,174,설,80 3D,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
209,문자,0x9858,0x9859,175,마,B0 34,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
210,문자,0x985A,0x985B,176,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
211,문자,0x985C,0x985D,177,너,50 25,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
212,문자,0x985E,0x985F,178,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
213,문자,0x9860,0x9861,179,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
214,문자,0x9862,0x9863,180,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
215,문자,0x9864,0x9865,181,！,A0 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
216,제어,0x9866,0x9868,,,19 00 7B,3,fce4d6,한글 재배치 기준 HL=0x9866→0x9869. 제어토큰 유지.
217,제어,0x9869,0x986A,,,15 00,2,fce4d6,한글 재배치 기준 HL=0x9869→0x986B. 제어토큰 유지.
218,제어,0x986B,0x986C,,,17 00,2,fce4d6,한글 재배치 기준 HL=0x986B→0x986D. 제어토큰 유지.
219,제어,0x986D,0x986F,,,1A 00 04,3,fce4d6,한글 재배치 기준 HL=0x986D→0x9870. 제어토큰 유지.
220,제어,0x9870,0x9871,,,16 00,2,fce4d6,한글 재배치 기준 HL=0x9870→0x9872. 제어토큰 유지.
221,문자,0x9872,0x9873,182,모,A0 35,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
222,문자,0x9874,0x9875,183,른,40 34,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
223,문자,0x9876,0x9877,184,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
224,문자,0x9878,0x9879,185,척,10 E1,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
225,문자,0x987A,0x987B,186,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
226,문자,0x987C,0x987D,187,굴,30 21,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
227,문자,0x987E,0x987F,188,지,10 E0,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
228,문자,0x9880,0x9881,189,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
229,문자,0x9882,0x9883,190,마,B0 34,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
230,문자,0x9884,0x9885,191,！,A0 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
231,문자,0x9886,0x9887,192,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
232,문자,0x9888,0x9889,193,서,50 3D,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
233,문자,0x988A,0x988B,194,로,D0 31,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
234,문자,0x988C,0x988D,195,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
235,문자,0x988E,0x988F,196,적,A0 DF,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
236,문자,0x9890,0x9891,197,이,90 DE,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
237,문자,0x9892,0x9893,198,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
238,문자,0x9894,0x9895,199,되,80 2E,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
239,문자,0x9896,0x9897,200,어,00 70,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
240,문자,0x9898,0x9899,201,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
241,문자,0x989A,0x989B,202,마,B0 34,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
242,문자,0x989C,0x989D,203,주,F0 F5,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
243,문자,0x989E,0x989F,204,친,B0 E1,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
244,문자,0x98A0,0x98A1,205,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
245,문자,0x98A2,0x98A3,206,이,90 DE,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
246,문자,0x98A4,0x98A5,207,상,20 3D,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
247,제어,0x98A6,0x98A9,,,12 00 23 00,4,fce4d6,한글 재배치 기준 HL=0x98A6→0x98AA. 제어토큰 유지.
248,문자,0x98AA,0x98AB,208,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
249,문자,0x98AC,0x98AD,209,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
250,문자,0x98AE,0x98AF,210,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
251,제어,0x98B0,0x98B3,,,12 00 21 00,4,fce4d6,한글 재배치 기준 HL=0x98B0→0x98B4. 제어토큰 유지.
252,문자,0x98B4,0x98B5,211,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
253,문자,0x98B6,0x98B7,212,각,B0 17,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
254,문자,0x98B8,0x98B9,213,오,B0 9F,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
255,문자,0x98BA,0x98BB,214,는,E0 25,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
256,문자,0x98BC,0x98BD,215,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
257,문자,0x98BE,0x98BF,216,되,80 2E,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
258,문자,0x98C0,0x98C1,217,어,00 70,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
259,문자,0x98C2,0x98C3,218,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
260,문자,0x98C4,0x98C5,219,있,F0 DE,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
261,문자,0x98C6,0x98C7,220,겠,10 20,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
262,문자,0x98C8,0x98C9,221,지,10 E0,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
263,문자,0x98CA,0x98CB,222,？,90 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
264,제어,0x98CC,0x98CE,,,19 00 79,3,fce4d6,한글 재배치 기준 HL=0x98CC→0x98CF. 제어토큰 유지.
265,제어,0x98CF,0x98D0,,,15 00,2,fce4d6,한글 재배치 기준 HL=0x98CF→0x98D1. 제어토큰 유지.
266,제어,0x98D1,0x98D2,,,17 00,2,fce4d6,한글 재배치 기준 HL=0x98D1→0x98D3. 제어토큰 유지.
267,제어,0x98D3,0x98D5,,,1A 00 04,3,fce4d6,한글 재배치 기준 HL=0x98D3→0x98D6. 제어토큰 유지.
268,제어,0x98D6,0x98D7,,,16 00,2,fce4d6,한글 재배치 기준 HL=0x98D6→0x98D8. 제어토큰 유지.
269,문자,0x98D8,0x98D9,223,기,B0 21,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
270,문자,0x98DA,0x98DB,224,다,C0 27,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
271,문자,0x98DC,0x98DD,225,려,B0 31,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
272,제어,0x98DE,0x98E2,,,12 00 23 21 00,5,fce4d6,한글 재배치 기준 HL=0x98DE→0x98E3. 제어토큰 유지.
273,문자,0x98E3,0x98E4,226,！,A0 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
274,문자,0x98E5,0x98E6,227,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
275,문자,0x98E7,0x98E8,228,왜,F0 C5,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
276,문자,0x98E9,0x98EA,229,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
277,문자,0x98EB,0x98EC,230,이,90 DE,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
278,문자,0x98ED,0x98EE,231,러,40 31,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
279,문자,0x98EF,0x98F0,232,는,E0 25,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
280,문자,0x98F1,0x98F2,233,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
281,문자,0x98F3,0x98F4,234,거,90 1D,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
282,문자,0x98F5,0x98F6,235,야,00 6C,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
283,문자,0x98F7,0x98F8,236,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
284,문자,0x98F9,0x98FA,237,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
285,문자,0x98FB,0x98FC,238,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
286,문자,0x98FD,0x98FE,239,！,A0 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
287,문자,0x98FF,0x9900,240,？,90 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
288,제어,0x9901,0x9903,,,19 00 7C,3,fce4d6,한글 재배치 기준 HL=0x9901→0x9904. 제어토큰 유지.
289,제어,0x9904,0x9905,,,17 00,2,fce4d6,한글 재배치 기준 HL=0x9904→0x9906. 제어토큰 유지.
290,제어,0x9906,0x9907,,,15 00,2,fce4d6,한글 재배치 기준 HL=0x9906→0x9908. 제어토큰 유지.
291,제어,0x9908,0x990D,,,14 00 01 40 50 80,6,fce4d6,한글 재배치 기준 HL=0x9908→0x990E. 제어토큰 유지.
292,제어,0x990E,0x9910,,,1A 00 04,3,fce4d6,한글 재배치 기준 HL=0x990E→0x9911. 제어토큰 유지.
293,제어,0x9911,0x9912,,,16 00,2,fce4d6,한글 재배치 기준 HL=0x9911→0x9913. 제어토큰 유지.
294,제어,0x9913,0x9918,,,14 00 05 47 40 80,6,fce4d6,한글 재배치 기준 HL=0x9913→0x9919. 제어토큰 유지.
295,제어,0x9919,0x991E,,,14 00 05 57 50 80,6,fce4d6,한글 재배치 기준 HL=0x9919→0x991F. 제어토큰 유지.
296,문자,0x991F,0x9920,241,더,C0 2D,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
297,문자,0x9921,0x9922,242,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
298,문자,0x9923,0x9924,243,말,F0 34,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
299,문자,0x9925,0x9926,244,해,B0 E3,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
300,문자,0x9927,0x9928,245,봤,F0 3B,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
301,문자,0x9929,0x992A,246,자,00 DF,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
302,문자,0x992B,0x992C,247,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
303,문자,0x992D,0x992E,248,입,E0 DE,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
304,문자,0x992F,0x9930,249,만,D0 34,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
305,문자,0x9931,0x9932,250,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
306,문자,0x9933,0x9934,251,아,00 56,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
307,문자,0x9935,0x9936,252,플,20 E3,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
308,문자,0x9937,0x9938,253,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
309,문자,0x9939,0x993A,254,뿐,90 3C,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
310,문자,0x993B,0x993C,255,이,90 DE,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
311,문자,0x993D,0x993E,256,야,00 6C,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
312,문자,0x993F,0x9940,257,！,A0 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
313,문자,0x9941,0x9942,258,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
314,문자,0x9943,0x9944,259,자,00 DF,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
315,문자,0x9945,0x9946,260,아,00 56,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
316,문자,0x9947,0x9948,261,、,20 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
317,문자,0x9949,0x994A,262,어,00 70,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
318,문자,0x994B,0x994C,263,서,50 3D,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
319,문자,0x994D,0x994E,264,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
320,문자,0x994F,0x9950,265,덤,E0 2D,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
321,문자,0x9951,0x9952,266,벼,A0 3B,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
322,문자,0x9953,0x9954,267,봐,E0 3B,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
323,문자,0x9955,0x9956,268,！,A0 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
324,제어,0x9957,0x9959,,,19 00 79,3,fce4d6,한글 재배치 기준 HL=0x9957→0x995A. 제어토큰 유지.
325,제어,0x995A,0x995B,,,15 00,2,fce4d6,한글 재배치 기준 HL=0x995A→0x995C. 제어토큰 유지.
326,제어,0x995C,0x995D,,,17 00,2,fce4d6,한글 재배치 기준 HL=0x995C→0x995E. 제어토큰 유지.
327,제어,0x995E,0x9963,,,14 00 01 44 55 80,6,fce4d6,한글 재배치 기준 HL=0x995E→0x9964. 제어토큰 유지.
328,제어,0x9964,0x9966,,,1A 00 04,3,fce4d6,한글 재배치 기준 HL=0x9964→0x9967. 제어토큰 유지.
329,제어,0x9967,0x9968,,,16 00,2,fce4d6,한글 재배치 기준 HL=0x9967→0x9969. 제어토큰 유지.
330,문자,0x9969,0x996A,269,그,50 21,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
331,문자,0x996B,0x996C,270,만,D0 34,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
332,문자,0x996D,0x996E,271,둬,F0 2E,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
333,문자,0x996F,0x9970,272,、,20 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
334,문자,0x9971,0x9972,273,레,A0 31,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
335,문자,0x9973,0x9974,274,이,90 DE,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
336,문자,0x9975,0x9976,275,코,10 E2,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
337,제어,0x9977,0x997B,,,12 00 23 21 00,5,fce4d6,한글 재배치 기준 HL=0x9977→0x997C. 제어토큰 유지.
338,문자,0x997C,0x997D,276,！,A0 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
339,문자,0x997E,0x997F,277,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
340,문자,0x9980,0x9981,278,난,C0 24,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
341,문자,0x9982,0x9983,279,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
342,문자,0x9984,0x9985,280,너,50 25,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
343,문자,0x9986,0x9987,281,와,E0 9F,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
344,문자,0x9988,0x9989,282,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
345,문자,0x998A,0x998B,283,싸,00 46,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
346,문자,0x998C,0x998D,284,우,F0 CD,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
347,문자,0x998E,0x998F,285,고,80 20,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
348,문자,0x9990,0x9991,286,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
349,문자,0x9992,0x9993,287,싶,00 44,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
350,문자,0x9994,0x9995,288,지,10 E0,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
351,문자,0x9996,0x9997,289,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
352,문자,0x9998,0x9999,290,않,00 5E,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
353,문자,0x999A,0x999B,291,아,00 56,2,e9ae2b,주황색 대화체 발화용 문자행: 새 발화행 색상 기준으로 패치 KANJI1 발화체 토큰 반영.
354,문자,0x999C,0x999D,292,！,A0 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
355,제어,0x999E,0x99A0,,,19 00 7C,3,fce4d6,한글 재배치 기준 HL=0x999E→0x99A1. 제어토큰 유지.
356,제어,0x99A1,0x99A2,,,15 00,2,fce4d6,한글 재배치 기준 HL=0x99A1→0x99A3. 제어토큰 유지.
357,제어,0x99A3,0x99A4,,,17 00,2,fce4d6,한글 재배치 기준 HL=0x99A3→0x99A5. 제어토큰 유지.
358,제어,0x99A5,0x99AA,,,14 00 01 40 50 80,6,fce4d6,한글 재배치 기준 HL=0x99A5→0x99AB. 제어토큰 유지.
359,제어,0x99AB,0x99AD,,,1A 00 04,3,fce4d6,한글 재배치 기준 HL=0x99AB→0x99AE. 제어토큰 유지.
