작업순번,구분,주소시작,주소끝,슬롯,문자열,바이트,길이,색상,메모
174,문자,0x97EB,0x97EC,155,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
175,문자,0x97ED,0x97EE,156,입,E8 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
176,문자,0x97EF,0x97F0,157,히,68 E5,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
177,문자,0x97F1,0x97F2,158,고,88 20,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
178,문자,0x97F3,0x97F4,159,、,20 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
179,문자,0x97F5,0x97F6,160,피,38 E3,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
180,문자,0x97F7,0x97F8,161,를,58 34,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
181,문자,0x97F9,0x97FA,162,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
182,문자,0x97FB,0x97FC,163,흘,38 E5,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
183,문자,0x97FD,0x97FE,164,리,78 34,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
184,문자,0x97FF,0x9800,165,는,E8 25,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
185,문자,0x9801,0x9802,166,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
186,문자,0x9803,0x9804,167,운,F8 D1,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
187,문자,0x9805,0x9806,168,명,98 35,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
188,문자,0x9807,0x9808,169,이,98 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
189,문자,0x9809,0x980A,170,라,F8 30,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
190,문자,0x980B,0x980C,171,면,78 35,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
191,문자,0x980D,0x980E,172,、,20 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
192,문자,0x980F,0x9810,173,이,98 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
193,문자,0x9811,0x9812,174,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
194,문자,0x9813,0x9814,175,승,B8 3F,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
195,문자,0x9815,0x9816,176,리,78 34,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
196,문자,0x9817,0x9818,177,가,A8 17,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
197,문자,0x9819,0x981A,178,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
198,문자,0x981B,0x981C,179,무,08 36,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
199,문자,0x981D,0x981E,180,슨,88 3F,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
200,문자,0x981F,0x9820,181,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
201,문자,0x9821,0x9822,182,의,88 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
202,문자,0x9823,0x9824,183,미,58 39,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
203,문자,0x9825,0x9826,184,가,A8 17,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
204,문자,0x9827,0x9828,185,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
205,문자,0x9829,0x982A,186,있,F8 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
206,문자,0x982B,0x982C,187,겠,18 20,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
207,문자,0x982D,0x982E,188,느,D8 25,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
208,문자,0x982F,0x9830,189,냐,38 25,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
209,문자,0x9831,0x9832,190,、,20 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
210,문자,0x9833,0x9834,191,바,88 39,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
211,문자,0x9835,0x9836,192,리,78 34,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
212,문자,0x9837,0x9838,193,스,78 3F,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
213,문자,0x9839,0x983A,194,의,88 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
214,문자,0x983B,0x983C,195,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
215,문자,0x983D,0x983E,196,전,B8 DF,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
216,문자,0x983F,0x9840,197,사,E8 3C,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
217,문자,0x9841,0x9842,198,여,58 9F,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
218,문자,0x9843,0x9844,199,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
219,문자,0x9845,0x9846,200,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
220,문자,0x9847,0x9848,201,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
221,문자,0x9849,0x984A,202,！,A0 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
222,제어,0x984B,0x984D,,,19 00 78,3,fce4d6,행 추가/삭제 반영 재계산: HL=0x984B→0x984E. 제어토큰 기존 바이트 유지.
223,제어,0x984E,0x984F,,,15 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x984E→0x9850. 제어토큰 기존 바이트 유지.
224,제어,0x9850,0x9851,,,17 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x9850→0x9852. 제어토큰 기존 바이트 유지.
225,제어,0x9852,0x9854,,,1A 00 04,3,fce4d6,행 추가/삭제 반영 재계산: HL=0x9852→0x9855. 제어토큰 기존 바이트 유지.
226,제어,0x9855,0x9856,,,16 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x9855→0x9857. 제어토큰 기존 바이트 유지.
227,문자,0x9857,0x9858,203,아,00 56,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
228,문자,0x9859,0x985A,204,니,F0 25,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
229,문자,0x985B,0x985C,205,야,00 6C,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
230,문자,0x985D,0x985E,206,！,A0 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
231,문자,0x985F,0x9860,207,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
232,문자,0x9861,0x9862,208,사,E0 3C,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
233,문자,0x9863,0x9864,209,람,20 31,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
234,문자,0x9865,0x9866,210,은,40 DE,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
235,문자,0x9867,0x9868,211,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
236,문자,0x9869,0x986A,212,악,00 58,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
237,문자,0x986B,0x986C,213,하,50 E3,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
238,문자,0x986D,0x986E,214,지,10 E0,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
239,문자,0x986F,0x9870,215,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
240,문자,0x9871,0x9872,216,않,00 5E,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
241,문자,0x9873,0x9874,217,아,00 56,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
242,문자,0x9875,0x9876,218,！,A0 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
243,문자,0x9877,0x9878,219,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
244,문자,0x9879,0x987A,220,지,10 E0,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
245,문자,0x987B,0x987C,221,금,80 21,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
246,문자,0x987D,0x987E,222,은,40 DE,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
247,문자,0x987F,0x9880,223,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
248,문자,0x9881,0x9882,224,상,20 3D,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
249,문자,0x9883,0x9884,225,처,00 E1,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
250,문자,0x9885,0x9886,226,를,50 34,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
251,문자,0x9887,0x9888,227,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
252,문자,0x9889,0x988A,228,주,F0 F5,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
253,문자,0x988B,0x988C,229,고,80 20,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
254,문자,0x988D,0x988E,230,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
255,문자,0x988F,0x9890,231,있,F0 DE,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
256,문자,0x9891,0x9892,232,을,50 DE,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
257,문자,0x9893,0x9894,233,지,10 E0,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
258,문자,0x9895,0x9896,234,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
259,문자,0x9897,0x9898,235,몰,C0 35,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
260,문자,0x9899,0x989A,236,라,F0 30,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
261,문자,0x989B,0x989C,237,도,20 2E,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
262,문자,0x989D,0x989E,238,、,20 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
263,문자,0x989F,0x98A0,239,언,00 74,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
264,문자,0x98A1,0x98A2,240,젠,F0 E5,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
265,문자,0x98A3,0x98A4,241,가,A0 17,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
266,문자,0x98A5,0x98A6,242,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
267,문자,0x98A7,0x98A8,243,분,10 3C,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
268,문자,0x98A9,0x98AA,244,명,90 35,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
269,문자,0x98AB,0x98AC,245,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
270,문자,0x98AD,0x98AE,246,깨,00 24,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
271,문자,0x98AF,0x98B0,247,달,F0 27,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
272,문자,0x98B1,0x98B2,248,을,50 DE,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
273,문자,0x98B3,0x98B4,249,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
274,문자,0x98B5,0x98B6,250,때,80 30,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
275,문자,0x98B7,0x98B8,251,가,A0 17,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
276,문자,0x98B9,0x98BA,252,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
277,문자,0x98BB,0x98BC,253,올,D0 9F,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
278,문자,0x98BD,0x98BE,254,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
279,문자,0x98BF,0x98C0,255,거,90 1D,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
280,문자,0x98C1,0x98C2,256,야,00 6C,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
281,문자,0x98C3,0x98C4,257,、,20 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
282,문자,0x98C5,0x98C6,258,레,A0 31,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
283,문자,0x98C7,0x98C8,259,이,90 DE,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
284,문자,0x98C9,0x98CA,260,코,10 E2,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
285,문자,0x98CB,0x98CC,261,처,00 E1,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
286,문자,0x98CD,0x98CE,262,럼,70 31,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
287,문자,0x98CF,0x98D0,263,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
288,문자,0x98D1,0x98D2,264,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
289,문자,0x98D3,0x98D4,265,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
290,문자,0x98D5,0x98D6,266,！,A0 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
291,제어,0x98D7,0x98D8,,,15 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x98D7→0x98D9. 제어토큰 기존 바이트 유지.
292,문자,0x98D9,0x98DA,267,그,50 21,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
293,문자,0x98DB,0x98DC,268,때,80 30,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
294,문자,0x98DD,0x98DE,269,까,F0 21,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
295,문자,0x98DF,0x98E0,270,지,10 E0,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
296,문자,0x98E1,0x98E2,271,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
297,문자,0x98E3,0x98E4,272,싸,00 46,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
298,문자,0x98E5,0x98E6,273,울,F0 D3,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
299,문자,0x98E7,0x98E8,274,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
300,문자,0x98E9,0x98EA,275,거,90 1D,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
301,문자,0x98EB,0x98EC,276,야,00 6C,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
302,문자,0x98ED,0x98EE,277,！,A0 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
303,문자,0x98EF,0x98F0,278,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
304,문자,0x98F1,0x98F2,279,새,30 3D,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
305,문자,0x98F3,0x98F4,280,로,D0 31,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
306,문자,0x98F5,0x98F6,281,운,F0 D1,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
307,문자,0x98F7,0x98F8,282,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
308,문자,0x98F9,0x98FA,283,전,B0 DF,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
309,문자,0x98FB,0x98FC,284,사,E0 3C,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
310,문자,0x98FD,0x98FE,285,가,A0 17,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
311,문자,0x98FF,0x9900,286,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
312,문자,0x9901,0x9902,287,답,00 2C,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
313,문자,0x9903,0x9904,288,을,50 DE,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
314,문자,0x9905,0x9906,289,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
315,문자,0x9907,0x9908,290,찾,E0 E0,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
316,문자,0x9909,0x990A,291,아,00 56,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
317,문자,0x990B,0x990C,292,내,00 25,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
318,문자,0x990D,0x990E,293,는,E0 25,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
319,문자,0x990F,0x9910,294,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
320,문자,0x9911,0x9912,295,그,50 21,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
321,문자,0x9913,0x9914,296,날,D0 24,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
322,문자,0x9915,0x9916,297,까,F0 21,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
323,문자,0x9917,0x9918,298,지,10 E0,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
324,문자,0x9919,0x991A,299,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
325,문자,0x991B,0x991C,300,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
326,문자,0x991D,0x991E,301,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
327,문자,0x991F,0x9920,302,！,A0 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
328,제어,0x9921,0x9923,,,19 00 68,3,fce4d6,행 추가/삭제 반영 재계산: HL=0x9921→0x9924. 제어토큰 기존 바이트 유지.
329,제어,0x9924,0x9925,,,15 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x9924→0x9926. 제어토큰 기존 바이트 유지.
330,제어,0x9926,0x9927,,,17 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x9926→0x9928. 제어토큰 기존 바이트 유지.
331,제어,0x9928,0x992A,,,1A 00 03,3,fce4d6,행 추가/삭제 반영 재계산: HL=0x9928→0x992B. 제어토큰 기존 바이트 유지.
332,제어,0x992B,0x992C,,,16 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x992B→0x992D. 제어토큰 기존 바이트 유지.
333,문자,0x992D,0x992E,303,그,58 21,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
334,문자,0x992F,0x9930,304,것,F8 1D,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
335,문자,0x9931,0x9932,305,도,28 2E,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
336,문자,0x9933,0x9934,306,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
337,문자,0x9935,0x9936,307,나,B8 24,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
338,문자,0x9937,0x9938,308,쁘,B8 3C,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
339,문자,0x9939,0x993A,309,지,18 E0,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
340,문자,0x993B,0x993C,310,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
341,문자,0x993D,0x993E,311,않,08 5E,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
342,문자,0x993F,0x9940,312,겠,18 20,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
343,문자,0x9941,0x9942,313,구,08 21,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
344,문자,0x9943,0x9944,314,나,B8 24,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
345,문자,0x9945,0x9946,315,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
346,문자,0x9947,0x9948,316,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
347,문자,0x9949,0x994A,317,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
348,문자,0x994B,0x994C,318,！,A0 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
