runtime_addr,row,kind,slot,char,row_addr,byte_index_in_row,decoded_old,decoded_new,doc_decoded,disk_offset,raw_old,raw_new,payload_start,decode_key,segment_index,row_fill,speech_applied,generalized
0x9768,98,문자,70,르,0x9767~0x9768,1,28,34,34,0x1A5B7,E5,F1,0x1A2A0,0x2B,0x0E8,e2f0d9,False,True
0x9769,99,문자,71,는,0x9769~0x976A,0,38,E8,E0,0x1A5B6,F6,A6,0x1A2A0,0x2B,0x0E9,e2f0d9,False,True
0x976A,99,문자,71,는,0x9769~0x976A,1,39,25,25,0x1A5B5,F8,E4,0x1A2A0,0x2B,0x0EA,e2f0d9,False,True
0x976B,100,문자,72,␠,0x976B~0x976C,0,08,18,18,0x1A5B4,C8,D8,0x1A2A0,0x2B,0x0EB,e2f0d9,False,False
0x976C,100,문자,72,␠,0x976B~0x976C,1,28,12,12,0x1A5B3,E9,D3,0x1A2A0,0x2B,0x0EC,e2f0d9,False,False
0x976D,101,문자,73,꿈,0x976D~0x976E,0,D8,68,60,0x1A5B2,9A,2A,0x1A2A0,0x2B,0x0ED,e2f0d9,False,True
0x976E,101,문자,73,꿈,0x976D~0x976E,1,38,24,24,0x1A5B1,FB,E7,0x1A2A0,0x2B,0x0EE,e2f0d9,False,True
0x976F,102,문자,74,을,0x976F~0x9770,0,60,58,50,0x1A5B0,24,1C,0x1A2A0,0x2B,0x0EF,e2f0d9,False,True
0x9770,102,문자,74,을,0x976F~0x9770,1,12,DE,DE,0x1A5AF,D7,A3,0x1A2A0,0x2B,0x0F0,e2f0d9,False,True
0x9775,105,문자,77,・,0x9775~0x9776,0,15,60,60,0x1A5AA,DF,2A,0x1A2A0,0x2B,0x0F5,e2f0d9,False,False
0x9776,105,문자,77,・,0x9775~0x9776,1,00,12,12,0x1A5A9,CB,DD,0x1A2A0,0x2B,0x0F6,e2f0d9,False,False
0x9777,106,문자,78,␠,0x9777~0x9778,0,58,18,18,0x1A5A8,24,E4,0x1A2A0,0x2B,0x0F7,e2f0d9,False,False
0x9778,106,문자,78,␠,0x9777~0x9778,1,2B,12,12,0x1A5A7,F8,DF,0x1A2A0,0x2B,0x0F8,e2f0d9,False,False
0x9779,107,문자,79,뭘,0x9779~0x977A,0,D8,48,40,0x1A5A6,A6,16,0x1A2A0,0x2B,0x0F9,e2f0d9,False,True
0x977A,107,문자,79,뭘,0x9779~0x977A,1,3A,39,39,0x1A5A5,09,08,0x1A2A0,0x2B,0x0FA,e2f0d9,False,True
0x977B,108,문자,80,␠,0x977B~0x977C,0,48,18,18,0x1A5A4,18,E8,0x1A2A0,0x2B,0x0FB,e2f0d9,False,False
0x977C,108,문자,80,␠,0x977B~0x977C,1,1A,12,12,0x1A5A3,EB,E3,0x1A2A0,0x2B,0x0FC,e2f0d9,False,False
0x977E,109,문자,81,의,0x977D~0x977E,1,2A,DE,DE,0x1A5A1,FD,B1,0x1A2A0,0x2B,0x0FE,e2f0d9,False,True
0x977F,110,문자,82,미,0x977F~0x9780,0,F8,58,50,0x1A5A0,CD,2D,0x1A2A0,0x2B,0x0FF,e2f0d9,False,True
0x9780,110,문자,82,미,0x977F~0x9780,1,28,39,39,0x1A59F,FE,0F,0x1A2A0,0x2B,0x100,e2f0d9,False,True
0x9781,111,문자,83,한,0x9781~0x9782,0,F8,78,70,0x1A59E,CF,4F,0x1A2A0,0x2B,0x101,e2f0d9,False,True
0x9782,111,문자,83,한,0x9781~0x9782,1,65,E3,E3,0x1A59D,3D,BB,0x1A2A0,0x2B,0x102,e2f0d9,False,True
0x9783,112,문자,84,␠,0x9783~0x9784,0,B8,18,18,0x1A59C,91,F1,0x1A2A0,0x2B,0x103,e2f0d9,False,False
0x9784,112,문자,84,␠,0x9783~0x9784,1,18,12,12,0x1A59B,F2,EC,0x1A2A0,0x2B,0x104,e2f0d9,False,False
0x9785,113,문자,85,걸,0x9785~0x9786,0,08,C8,C0,0x1A59A,E3,A3,0x1A2A0,0x2B,0x105,e2f0d9,False,True
0x9786,113,문자,85,걸,0x9785~0x9786,1,B0,1D,1D,0x1A599,8C,F9,0x1A2A0,0x2B,0x106,e2f0d9,False,True
0x9787,114,문자,86,까,0x9787~0x9788,0,38,F8,F0,0x1A598,15,D5,0x1A2A0,0x2B,0x107,e2f0d9,False,True
0x9788,114,문자,86,까,0x9787~0x9788,1,28,21,21,0x1A597,06,FF,0x1A2A0,0x2B,0x108,e2f0d9,False,True
0x9789,115,문자,87,？,0x9789~0x978A,0,68,90,90,0x1A596,47,6F,0x1A2A0,0x2B,0x109,e2f0d9,False,False
0x978A,115,문자,87,？,0x9789~0x978A,1,28,12,12,0x1A595,08,F2,0x1A2A0,0x2B,0x10A,e2f0d9,False,False
0x978B,116,제어,,,0x978B~0x978C,0,F8,15,15,0x1A594,D9,F6,0x1A2A0,0x2B,0x10B,fce4d6,False,False
0x978C,116,제어,,,0x978B~0x978C,1,19,00,00,0x1A593,FB,E2,0x1A2A0,0x2B,0x10C,fce4d6,False,False
0x978D,117,문자,88,프,0x978D~0x978E,0,38,18,10,0x1A592,1B,FB,0x1A2A0,0x2B,0x10D,e2f0d9,False,True
0x978E,117,문자,88,프,0x978D~0x978E,1,28,E3,E3,0x1A591,0C,C7,0x1A2A0,0x2B,0x10E,e2f0d9,False,True
0x978F,118,문자,89,로,0x978F~0x9790,0,18,D8,D0,0x1A590,FD,BD,0x1A2A0,0x2B,0x10F,e2f0d9,False,True
0x9790,118,문자,89,로,0x978F~0x9790,1,19,31,31,0x1A58F,FF,17,0x1A2A0,0x2B,0x110,e2f0d9,False,True
0x9791,119,문자,90,이,0x9791~0x9792,0,60,98,90,0x1A58E,47,7F,0x1A2A0,0x2B,0x111,e2f0d9,False,True
0x9792,119,문자,90,이,0x9791~0x9792,1,12,DE,DE,0x1A58D,FA,C6,0x1A2A0,0x2B,0x112,e2f0d9,False,True
0x9793,120,문자,91,트,0x9793~0x9794,0,60,A8,A0,0x1A58C,49,91,0x1A2A0,0x2B,0x113,e2f0d9,False,True
0x9794,120,문자,91,트,0x9793~0x9794,1,12,E2,E2,0x1A58B,FC,CC,0x1A2A0,0x2B,0x114,e2f0d9,False,True
0x9795,121,문자,92,가,0x9795~0x9796,0,60,A8,A0,0x1A58A,4B,93,0x1A2A0,0x2B,0x115,e2f0d9,False,True
0x9796,121,문자,92,가,0x9795~0x9796,1,12,17,17,0x1A589,FE,03,0x1A2A0,0x2B,0x116,e2f0d9,False,True
0x9797,122,문자,93,␠,0x9797~0x9798,0,90,18,18,0x1A588,7D,05,0x1A2A0,0x2B,0x117,e2f0d9,False,False
0x9799,123,문자,94,이,0x9799~0x979A,0,15,98,90,0x1A586,04,87,0x1A2A0,0x2B,0x119,e2f0d9,False,True
0x979A,123,문자,94,이,0x9799~0x979A,1,00,DE,DE,0x1A585,F0,CE,0x1A2A0,0x2B,0x11A,e2f0d9,False,True
0x979B,124,문자,95,게,0x979B~0x979C,0,12,08,00,0x1A584,03,F9,0x1A2A0,0x2B,0x11B,e2f0d9,False,True
0x979C,124,문자,95,게,0x979B~0x979C,1,11,20,20,0x1A583,03,12,0x1A2A0,0x2B,0x11C,e2f0d9,False,True
0x979D,125,문자,96,␠,0x979D~0x979E,0,21,18,18,0x1A582,14,0B,0x1A2A0,0x2B,0x11D,e2f0d9,False,False
0x979E,125,문자,96,␠,0x979D~0x979E,1,00,12,12,0x1A581,F4,06,0x1A2A0,0x2B,0x11E,e2f0d9,False,False
0x979F,126,문자,97,뭐,0x979F~0x97A0,0,A0,E8,E0,0x1A580,95,DD,0x1A2A0,0x2B,0x11F,e2f0d9,False,True
0x97A0,126,문자,97,뭐,0x979F~0x97A0,1,12,37,37,0x1A57F,08,2D,0x1A2A0,0x2B,0x120,e2f0d9,False,True
0x97A1,127,문자,98,라,0x97A1~0x97A2,0,12,F8,F0,0x1A57E,09,EF,0x1A2A0,0x2B,0x121,e2f0d9,False,True
0x97A2,127,문자,98,라,0x97A1~0x97A2,1,11,30,30,0x1A57D,09,28,0x1A2A0,0x2B,0x122,e2f0d9,False,True
0x97A3,128,문자,99,고,0x97A3~0x97A4,0,23,88,80,0x1A57C,1C,81,0x1A2A0,0x2B,0x123,e2f0d9,False,True
0x97A4,128,문자,99,고,0x97A3~0x97A4,1,21,20,20,0x1A57B,1B,1A,0x1A2A0,0x2B,0x124,e2f0d9,False,True
0x97A5,129,문자,100,␠,0x97A5~0x97A6,0,00,18,18,0x1A57A,FB,13,0x1A2A0,0x2B,0x125,e2f0d9,False,False
0x97A6,129,문자,100,␠,0x97A5~0x97A6,1,F0,12,12,0x1A579,EC,0E,0x1A2A0,0x2B,0x126,e2f0d9,False,False
0x97A7,130,문자,101,했,0x97A7~0x97A8,0,DC,C8,C0,0x1A578,D9,C5,0x1A2A0,0x2B,0x127,e2f0d9,False,True
0x97A8,130,문자,101,했,0x97A7~0x97A8,1,20,E3,E3,0x1A577,1E,E1,0x1A2A0,0x2B,0x128,e2f0d9,False,True
0x97A9,131,문자,102,었,0x97A9~0x97AA,0,B7,08,00,0x1A576,B6,07,0x1A2A0,0x2B,0x129,e2f0d9,False,True
0x97AA,131,문자,102,었,0x97A9~0x97AA,1,A0,7E,7E,0x1A575,A0,7E,0x1A2A0,0x2B,0x12A,e2f0d9,False,True
0x97AB,132,문자,103,지,0x97AB~0x97AC,0,12,18,10,0x1A574,13,19,0x1A2A0,0x2B,0x12B,e2f0d9,False,True
0x97AC,132,문자,103,지,0x97AB~0x97AC,1,12,E0,E0,0x1A573,14,E2,0x1A2A0,0x2B,0x12C,e2f0d9,False,True
0x97AD,133,문자,104,？,0x97AD~0x97AE,0,11,90,90,0x1A572,14,93,0x1A2A0,0x2B,0x12D,e2f0d9,False,False
0x97AE,133,문자,104,？,0x97AD~0x97AE,1,23,12,12,0x1A571,27,16,0x1A2A0,0x2B,0x12E,e2f0d9,False,False
0x97AF,134,제어,,,0x97AF~0x97B0,0,21,15,15,0x1A570,26,1A,0x1A2A0,0x2B,0x12F,fce4d6,False,False
0x97B1,135,제어,,,0x97B1~0x97B4,0,19,12,12,0x1A56E,20,19,0x1A2A0,0x2B,0x131,fce4d6,False,False
0x97B2,135,제어,,,0x97B1~0x97B4,1,00,11,11,0x1A56D,08,19,0x1A2A0,0x2B,0x132,fce4d6,False,False
0x97B3,135,제어,,,0x97B1~0x97B4,2,73,21,21,0x1A56C,7C,2A,0x1A2A0,0x2B,0x133,fce4d6,False,False
0x97B4,135,제어,,,0x97B1~0x97B4,3,15,00,00,0x1A56B,1F,0A,0x1A2A0,0x2B,0x134,fce4d6,False,False
0x97B5,136,문자,105,！,0x97B5~0x97B6,0,00,A0,A0,0x1A56A,0B,AB,0x1A2A0,0x2B,0x135,e2f0d9,False,False
0x97B6,136,문자,105,！,0x97B5~0x97B6,1,1A,12,12,0x1A569,26,1E,0x1A2A0,0x2B,0x136,e2f0d9,False,False
0x97B7,137,제어,,,0x97B7~0x97BB,0,00,12,12,0x1A568,0D,1F,0x1A2A0,0x2B,0x137,fce4d6,False,False
0x97B8,137,제어,,,0x97B7~0x97BB,1,03,11,11,0x1A567,11,1F,0x1A2A0,0x2B,0x138,fce4d6,False,False
0x97B9,137,제어,,,0x97B7~0x97BB,2,12,23,23,0x1A566,21,32,0x1A2A0,0x2B,0x139,fce4d6,False,False
0x97BA,137,제어,,,0x97B7~0x97BB,3,11,21,21,0x1A565,21,31,0x1A2A0,0x2B,0x13A,fce4d6,False,False
0x97BB,137,제어,,,0x97B7~0x97BB,4,23,00,00,0x1A564,34,11,0x1A2A0,0x2B,0x13B,fce4d6,False,False
0x97BC,138,문자,106,레,0x97BC~0x97BD,0,21,A0,A0,0x1A563,33,B2,0x1A2A0,0x2B,0x13C,e9ae2b,True,False
0x97BD,138,문자,106,레,0x97BC~0x97BD,1,00,31,31,0x1A562,13,44,0x1A2A0,0x2B,0x13D,e9ae2b,True,False
0x97BE,139,문자,107,이,0x97BE~0x97BF,0,B0,90,90,0x1A561,C4,A4,0x1A2A0,0x2B,0x13E,e9ae2b,True,False
0x97BF,139,문자,107,이,0x97BE~0x97BF,1,62,DE,DE,0x1A560,77,F3,0x1A2A0,0x2B,0x13F,e9ae2b,True,False
0x97C0,140,문자,108,코,0x97C0~0x97C1,0,90,10,10,0x1A55F,A6,26,0x1A2A0,0x2B,0x140,e9ae2b,True,False
0x97C1,140,문자,108,코,0x97C0~0x97C1,1,BA,E2,E2,0x1A55E,D1,F9,0x1A2A0,0x2B,0x141,e9ae2b,True,False
0x97C3,141,문자,109,！,0x97C2~0x97C3,1,38,12,12,0x1A55C,51,2B,0x1A2A0,0x2B,0x143,e2f0d9,False,False
0x97C4,142,제어,,,0x97C4~0x97C8,0,E0,12,12,0x1A55B,FA,2C,0x1A2A0,0x2B,0x144,fce4d6,False,False
0x97C5,142,제어,,,0x97C4~0x97C8,1,28,11,11,0x1A55A,43,2C,0x1A2A0,0x2B,0x145,fce4d6,False,False
0x97C6,142,제어,,,0x97C4~0x97C8,2,40,23,23,0x1A559,5C,3F,0x1A2A0,0x2B,0x146,fce4d6,False,False
0x97C7,142,제어,,,0x97C4~0x97C8,3,28,21,21,0x1A558,45,3E,0x1A2A0,0x2B,0x147,fce4d6,False,False
0x97C8,142,제어,,,0x97C4~0x97C8,4,40,00,00,0x1A557,5E,1E,0x1A2A0,0x2B,0x148,fce4d6,False,False
0x97C9,143,제어,,,0x97C9~0x97CB,0,18,19,19,0x1A556,37,38,0x1A2A0,0x2B,0x149,fce4d6,False,False
0x97CA,143,제어,,,0x97C9~0x97CB,1,70,00,00,0x1A555,90,20,0x1A2A0,0x2B,0x14A,fce4d6,False,False
0x97CB,143,제어,,,0x97C9~0x97CB,2,28,73,73,0x1A554,49,94,0x1A2A0,0x2B,0x14B,fce4d6,False,False
0x97CC,144,제어,,,0x97CC~0x97CD,0,B0,15,15,0x1A553,D2,37,0x1A2A0,0x2B,0x14C,fce4d6,False,False
0x97CD,144,제어,,,0x97CC~0x97CD,1,28,00,00,0x1A552,4B,23,0x1A2A0,0x2B,0x14D,fce4d6,False,False
0x97CE,145,제어,,,0x97CE~0x97D0,0,F0,1A,1A,0x1A551,14,3E,0x1A2A0,0x2B,0x14E,fce4d6,False,False
0x97CF,145,제어,,,0x97CE~0x97D0,1,EA,00,00,0x1A550,0F,25,0x1A2A0,0x2B,0x14F,fce4d6,False,False
0x97D0,145,제어,,,0x97CE~0x97D0,2,20,03,03,0x1A54F,46,29,0x1A2A0,0x2B,0x150,fce4d6,False,False
0x97D1,146,제어,,,0x97D1~0x97D5,0,59,12,12,0x1A54E,80,39,0x1A2A0,0x2B,0x151,fce4d6,False,False
0x97D2,146,제어,,,0x97D1~0x97D5,1,A0,11,11,0x1A54D,C8,39,0x1A2A0,0x2B,0x152,fce4d6,False,False
0x97D3,146,제어,,,0x97D1~0x97D5,2,38,23,23,0x1A54C,61,4C,0x1A2A0,0x2B,0x153,fce4d6,False,False
0x97D4,146,제어,,,0x97D1~0x97D5,3,A0,21,21,0x1A54B,CA,4B,0x1A2A0,0x2B,0x154,fce4d6,False,False
0x97D5,146,제어,,,0x97D1~0x97D5,4,28,00,00,0x1A54A,53,2B,0x1A2A0,0x2B,0x155,fce4d6,False,False
0x97D7,147,문자,110,비,0x97D6~0x97D7,1,39,3C,3C,0x1A548,66,69,0x1A2A0,0x2B,0x157,e9ae2b,True,False
0x97D8,148,문자,111,를,0x97D8~0x97D9,0,60,50,50,0x1A547,8E,7E,0x1A2A0,0x2B,0x158,e9ae2b,True,False
0x97D9,148,문자,111,를,0x97D8~0x97D9,1,28,34,34,0x1A546,57,63,0x1A2A0,0x2B,0x159,e9ae2b,True,False
0x97DA,149,문자,112,␠,0x97DA~0x97DB,0,12,18,18,0x1A545,42,48,0x1A2A0,0x2B,0x15A,e2f0d9,False,False
0x97DB,149,문자,112,␠,0x97DA~0x97DB,1,11,12,12,0x1A544,42,43,0x1A2A0,0x2B,0x15B,e2f0d9,False,False
0x97DC,150,문자,113,피,0x97DC~0x97DD,0,23,30,30,0x1A543,55,62,0x1A2A0,0x2B,0x15C,e9ae2b,True,False
0x97DD,150,문자,113,피,0x97DC~0x97DD,1,00,E3,E3,0x1A542,33,16,0x1A2A0,0x2B,0x15D,e9ae2b,True,False
0x97DE,151,문자,114,하,0x97DE~0x97DF,0,60,50,50,0x1A541,94,84,0x1A2A0,0x2B,0x15E,e9ae2b,True,False
0x97DF,151,문자,114,하,0x97DE~0x97DF,1,12,E3,E3,0x1A540,47,18,0x1A2A0,0x2B,0x15F,e9ae2b,True,False
0x97E0,152,문자,115,다,0x97E0~0x97E1,0,60,C0,C0,0x1A53F,96,F6,0x1A2A0,0x2B,0x160,e9ae2b,True,False
0x97E1,152,문자,115,다,0x97E0~0x97E1,1,12,27,27,0x1A53E,49,5E,0x1A2A0,0x2B,0x161,e9ae2b,True,False
0x97E2,153,문자,116,␠,0x97E2~0x97E3,0,60,18,18,0x1A53D,98,50,0x1A2A0,0x2B,0x162,e2f0d9,False,False
0x97E4,154,문자,117,잠,0x97E4~0x97E5,0,12,50,50,0x1A53B,4C,8A,0x1A2A0,0x2B,0x164,e9ae2b,True,False
0x97E5,154,문자,117,잠,0x97E4~0x97E5,1,11,DF,DF,0x1A53A,4C,1A,0x1A2A0,0x2B,0x165,e9ae2b,True,False
0x97E6,155,문자,118,들,0x97E6~0x97E7,0,21,10,10,0x1A539,5D,4C,0x1A2A0,0x2B,0x166,e9ae2b,True,False
0x97E7,155,문자,118,들,0x97E6~0x97E7,1,00,30,30,0x1A538,3D,6D,0x1A2A0,0x2B,0x167,e9ae2b,True,False
0x97E8,156,문자,119,다,0x97E8~0x97E9,0,40,C0,C0,0x1A537,7E,FE,0x1A2A0,0x2B,0x168,e9ae2b,True,False
0x97E9,156,문자,119,다,0x97E8~0x97E9,1,18,27,27,0x1A536,57,66,0x1A2A0,0x2B,0x169,e9ae2b,True,False
0x97EA,157,문자,120,니,0x97EA~0x97EB,0,B0,F0,F0,0x1A535,F0,30,0x1A2A0,0x2B,0x16A,e9ae2b,True,False
0x97EB,157,문자,120,니,0x97EA~0x97EB,1,18,25,25,0x1A534,59,66,0x1A2A0,0x2B,0x16B,e9ae2b,True,False
0x97EC,158,제어,,,0x97EC~0x97EF,0,B0,12,12,0x1A533,F2,54,0x1A2A0,0x2B,0x16C,fce4d6,False,False
0x97ED,158,제어,,,0x97EC~0x97EF,1,28,11,11,0x1A532,6B,54,0x1A2A0,0x2B,0x16D,fce4d6,False,False
0x97EE,158,제어,,,0x97EC~0x97EF,2,20,23,23,0x1A531,64,67,0x1A2A0,0x2B,0x16E,fce4d6,False,False
0x97EF,158,제어,,,0x97EC~0x97EF,3,38,00,00,0x1A530,7D,45,0x1A2A0,0x2B,0x16F,fce4d6,False,False
0x97F0,159,문자,121,・,0x97F0~0x97F1,0,20,60,60,0x1A52F,66,A6,0x1A2A0,0x2B,0x170,e2f0d9,False,False
0x97F1,159,문자,121,・,0x97F0~0x97F1,1,18,12,12,0x1A52E,5F,59,0x1A2A0,0x2B,0x171,e2f0d9,False,False
0x97F2,160,문자,122,・,0x97F2~0x97F3,0,A0,60,60,0x1A52D,E8,A8,0x1A2A0,0x2B,0x172,e2f0d9,False,False
0x97F3,160,문자,122,・,0x97F2~0x97F3,1,28,12,12,0x1A52C,71,5B,0x1A2A0,0x2B,0x173,e2f0d9,False,False
0x97F4,161,문자,123,・,0x97F4~0x97F5,0,F0,60,60,0x1A52B,3A,AA,0x1A2A0,0x2B,0x174,e2f0d9,False,False
0x97F5,161,문자,123,・,0x97F4~0x97F5,1,19,12,12,0x1A52A,64,5D,0x1A2A0,0x2B,0x175,e2f0d9,False,False
0x97F6,162,문자,124,␠,0x97F6~0x97F7,0,90,18,18,0x1A529,DC,64,0x1A2A0,0x2B,0x176,e2f0d9,False,False
0x97F7,162,문자,124,␠,0x97F6~0x97F7,1,38,12,12,0x1A528,85,5F,0x1A2A0,0x2B,0x177,e2f0d9,False,False
0x97FA,163,제어,,,0x97F8~0x97FB,2,23,21,21,0x1A525,73,71,0x1A2A0,0x2B,0x17A,fce4d6,False,False
0x97FB,163,제어,,,0x97F8~0x97FB,3,21,00,00,0x1A524,72,51,0x1A2A0,0x2B,0x17B,fce4d6,False,False
0x97FC,164,문자,125,정,0x97FC~0x97FD,0,00,F0,F0,0x1A523,52,42,0x1A2A0,0x2B,0x17C,e9ae2b,True,False
0x97FD,164,문자,125,정,0x97FC~0x97FD,1,70,DF,DF,0x1A522,C3,32,0x1A2A0,0x2B,0x17D,e9ae2b,True,False
0x97FE,165,문자,126,말,0x97FE~0x97FF,0,19,F0,F0,0x1A521,6D,44,0x1A2A0,0x2B,0x17E,e9ae2b,True,False
0x97FF,165,문자,126,말,0x97FE~0x97FF,1,40,34,34,0x1A520,95,89,0x1A2A0,0x2B,0x17F,e9ae2b,True,False
0x9801,166,문자,127,␠,0x9800~0x9801,1,F0,12,12,0x1A51E,47,69,0x1A2A0,0x2B,0x181,e2f0d9,False,False
0x9802,167,문자,128,너,0x9802~0x9803,0,38,50,50,0x1A51D,90,A8,0x1A2A0,0x2B,0x182,e9ae2b,True,False
0x9803,167,문자,128,너,0x9802~0x9803,1,D0,25,25,0x1A51C,29,7E,0x1A2A0,0x2B,0x183,e9ae2b,True,False
0x9804,168,문자,129,다,0x9804~0x9805,0,28,C0,C0,0x1A51B,82,1A,0x1A2A0,0x2B,0x184,e9ae2b,True,False
0x9805,168,문자,129,다,0x9804~0x9805,1,20,27,27,0x1A51A,7B,82,0x1A2A0,0x2B,0x185,e9ae2b,True,False
0x9806,169,문자,130,운,0x9806~0x9807,0,12,F0,F0,0x1A519,6E,4C,0x1A2A0,0x2B,0x186,e9ae2b,True,False
0x9807,169,문자,130,운,0x9806~0x9807,1,50,D1,D1,0x1A518,AD,2E,0x1A2A0,0x2B,0x187,e9ae2b,True,False
0x9808,170,문자,131,␠,0x9808~0x9809,0,5A,18,18,0x1A517,B8,76,0x1A2A0,0x2B,0x188,e2f0d9,False,False
0x9809,170,문자,131,␠,0x9808~0x9809,1,20,12,12,0x1A516,7F,71,0x1A2A0,0x2B,0x189,e2f0d9,False,False
0x980A,171,제어,,,0x980A~0x980E,0,B7,12,12,0x1A515,17,72,0x1A2A0,0x2B,0x18A,fce4d6,False,False
0x980B,171,제어,,,0x980A~0x980E,1,30,11,11,0x1A514,91,72,0x1A2A0,0x2B,0x18B,fce4d6,False,False
0x980C,171,제어,,,0x980A~0x980E,2,12,23,23,0x1A513,74,85,0x1A2A0,0x2B,0x18C,fce4d6,False,False
0x980D,171,제어,,,0x980A~0x980E,3,11,21,21,0x1A512,74,84,0x1A2A0,0x2B,0x18D,fce4d6,False,False
0x980E,171,제어,,,0x980A~0x980E,4,11,00,00,0x1A511,75,64,0x1A2A0,0x2B,0x18E,fce4d6,False,False
0x980F,172,문자,132,모,0x980F~0x9810,0,40,A0,A0,0x1A510,A5,05,0x1A2A0,0x2B,0x18F,e9ae2b,True,False
0x9810,172,문자,132,모,0x980F~0x9810,1,12,35,35,0x1A50F,78,9B,0x1A2A0,0x2B,0x190,e9ae2b,True,False
0x9811,173,문자,133,습,0x9811~0x9812,0,11,A0,A0,0x1A50E,78,07,0x1A2A0,0x2B,0x191,e9ae2b,True,False
0x9812,173,문자,133,습,0x9811~0x9812,1,23,3F,3F,0x1A50D,8B,A7,0x1A2A0,0x2B,0x192,e9ae2b,True,False
0x9813,174,문자,134,이,0x9813~0x9814,0,21,90,90,0x1A50C,8A,F9,0x1A2A0,0x2B,0x193,e9ae2b,True,False
0x9814,174,문자,134,이,0x9813~0x9814,1,00,DE,DE,0x1A50B,6A,48,0x1A2A0,0x2B,0x194,e9ae2b,True,False
0x9815,175,문자,135,구,0x9815~0x9816,0,19,00,00,0x1A50A,84,6B,0x1A2A0,0x2B,0x195,e9ae2b,True,False
0x9816,175,문자,135,구,0x9815~0x9816,1,00,21,21,0x1A509,6C,8D,0x1A2A0,0x2B,0x196,e9ae2b,True,False
0x9817,176,문자,136,나,0x9817~0x9818,0,72,B0,B0,0x1A508,DF,1D,0x1A2A0,0x2B,0x197,e9ae2b,True,False
0x9818,176,문자,136,나,0x9817~0x9818,1,1A,24,24,0x1A507,88,92,0x1A2A0,0x2B,0x198,e9ae2b,True,False
0x9819,177,문자,137,、,0x9819~0x981A,0,00,20,20,0x1A506,6F,8F,0x1A2A0,0x2B,0x199,e2f0d9,False,False
0x981A,177,문자,137,、,0x9819~0x981A,1,04,12,12,0x1A505,74,82,0x1A2A0,0x2B,0x19A,e2f0d9,False,False
0x981B,178,문자,138,유,0x981B~0x981C,0,15,20,20,0x1A504,86,91,0x1A2A0,0x2B,0x19B,e9ae2b,True,False
0x981C,178,문자,138,유,0x981B~0x981C,1,00,DE,DE,0x1A503,72,50,0x1A2A0,0x2B,0x19C,e9ae2b,True,False
0x981D,179,문자,139,코,0x981D~0x981E,0,F0,10,10,0x1A502,63,83,0x1A2A0,0x2B,0x19D,e9ae2b,True,False
0x981E,179,문자,139,코,0x981D~0x981E,1,DC,E2,E2,0x1A501,50,56,0x1A2A0,0x2B,0x19E,e9ae2b,True,False
0x981F,180,문자,140,。,0x981F~0x9820,0,20,30,30,0x1A500,95,A5,0x1A2A0,0x2B,0x19F,e2f0d9,False,False
0x9820,180,문자,140,。,0x981F~0x9820,1,B7,12,12,0x1A4FF,2D,88,0x1A2A0,0x2B,0x1A0,e2f0d9,False,False
0x9821,181,제어,,,0x9821~0x9823,0,30,11,11,0x1A4FE,A7,88,0x1A2A0,0x2B,0x1A1,fce4d6,False,False
0x9822,181,제어,,,0x9821~0x9823,1,19,11,11,0x1A4FD,91,89,0x1A2A0,0x2B,0x1A2,fce4d6,False,False
0x9823,181,제어,,,0x9821~0x9823,2,D0,40,40,0x1A4FC,49,B9,0x1A2A0,0x2B,0x1A3,fce4d6,False,False
0x9824,182,제어,,,0x9824~0x9828,0,19,12,12,0x1A4FB,93,8C,0x1A2A0,0x2B,0x1A4,fce4d6,False,False
0x9825,182,제어,,,0x9824~0x9828,1,20,11,11,0x1A4FA,9B,8C,0x1A2A0,0x2B,0x1A5,fce4d6,False,False
0x9826,182,제어,,,0x9824~0x9828,2,12,23,23,0x1A4F9,8E,9F,0x1A2A0,0x2B,0x1A6,fce4d6,False,False
0x9827,182,제어,,,0x9824~0x9828,3,12,21,21,0x1A4F8,8F,9E,0x1A2A0,0x2B,0x1A7,fce4d6,False,False
0x9829,183,제어,,,0x9829~0x982B,0,23,19,19,0x1A4F6,A2,98,0x1A2A0,0x2B,0x1A9,fce4d6,False,False
0x982A,183,제어,,,0x9829~0x982B,1,21,00,00,0x1A4F5,A1,80,0x1A2A0,0x2B,0x1AA,fce4d6,False,False
0x982B,183,제어,,,0x9829~0x982B,2,00,72,72,0x1A4F4,81,F3,0x1A2A0,0x2B,0x1AB,fce4d6,False,False
0x982C,184,제어,,,0x982C~0x982E,0,10,1A,1A,0x1A4F3,92,9C,0x1A2A0,0x2B,0x1AC,fce4d6,False,False
0x982D,184,제어,,,0x982C~0x982E,1,77,00,00,0x1A4F2,FA,83,0x1A2A0,0x2B,0x1AD,fce4d6,False,False
0x982E,184,제어,,,0x982C~0x982E,2,A0,04,04,0x1A4F1,24,88,0x1A2A0,0x2B,0x1AE,fce4d6,False,False
0x982F,185,제어,,,0x982F~0x9830,0,28,15,15,0x1A4F0,AD,9A,0x1A2A0,0x2B,0x1AF,fce4d6,False,False
0x9830,185,제어,,,0x982F~0x9830,1,30,00,00,0x1A4EF,B6,86,0x1A2A0,0x2B,0x1B0,fce4d6,False,False
0x9831,186,문자,141,레,0x9831~0x9832,0,39,A0,A0,0x1A4EE,C0,27,0x1A2A0,0x2B,0x1B1,e9ae2b,True,False
